feature,frequency,rank,word1,word2,word3,word4
the_holidays,23,10587,the,holidays,,
his_administration,23,10587,his,administration,,
meeting_the,23,10587,meeting,the,,
situation_and,23,10587,situation,and,,
s_in,23,10587,s,in,,
the_iowa,23,10587,the,iowa,,
play_to,23,10587,play,to,,
thought_to,23,10587,thought,to,,
obama_to,23,10587,obama,to,,
charges_that,23,10587,charges,that,,
could_mean,23,10587,could,mean,,
title_game,23,10587,title,game,,
makes_sense,23,10587,makes,sense,,
sense_to,23,10587,sense,to,,
his_eyes,23,10587,his,eyes,,
up_â,23,10587,up,â,,
the_1950s,23,10587,the,1950s,,
read_a,23,10587,read,a,,
spend_more,23,10587,spend,more,,
a_bullet,23,10587,a,bullet,,
self_defense,23,10587,self,defense,,
south_florida,23,10587,south,florida,,
has_started,23,10587,has,started,,
a_speech,23,10587,a,speech,,
to_record,23,10587,to,record,,
so_that's,23,10587,so,that's,,
which_makes,23,10587,which,makes,,
a_smile,23,10587,a,smile,,
they_went,23,10587,they,went,,
by_now,23,10587,by,now,,
the_blood,23,10587,the,blood,,
in_states,23,10587,in,states,,
the_inaugural,23,10587,the,inaugural,,
is_necessary,23,10587,is,necessary,,
headquarters_in,23,10587,headquarters,in,,
in_baseball,23,10587,in,baseball,,
image_of,23,10587,image,of,,
a_portland,23,10587,a,portland,,
am_a,23,10587,am,a,,
thinking_of,23,10587,thinking,of,,
know_you,23,10587,know,you,,
butter_and,23,10587,butter,and,,
the_relay,23,10587,the,relay,,
relay_team,23,10587,relay,team,,
that_mr,23,10587,that,mr,,
recognize_the,23,10587,recognize,the,,
sales_were,23,10587,sales,were,,
companies_have,23,10587,companies,have,,
her_name,23,10587,her,name,,
one_would,23,10587,one,would,,
company_had,23,10587,company,had,,
rates_for,23,10587,rates,for,,
increase_of,23,10587,increase,of,,
the_ring,23,10587,the,ring,,
keep_in,23,10587,keep,in,,
uses_the,23,10587,uses,the,,
to_cancel,23,10587,to,cancel,,
be_honest,23,10587,be,honest,,
there's_still,23,10587,there's,still,,
to_china,23,10587,to,china,,
legislation_to,23,10587,legislation,to,,
and_personal,23,10587,and,personal,,
in_tax,23,10587,in,tax,,
a.m_sunday,23,10587,a.m,sunday,,
his_only,23,10587,his,only,,
where_people,23,10587,where,people,,
women_to,23,10587,women,to,,
summer_the,23,10587,summer,the,,
being_an,23,10587,being,an,,
learn_how,23,10587,learn,how,,
million_budget,23,10587,million,budget,,
been_trying,23,10587,been,trying,,
a_reasonable,23,10587,a,reasonable,,
their_personal,23,10587,their,personal,,
off_an,23,10587,off,an,,
the_homeless,23,10587,the,homeless,,
peanut_butter,23,10587,peanut,butter,,
million_viewers,23,10587,million,viewers,,
over_as,23,10587,over,as,,
opening_of,23,10587,opening,of,,
numbers_of,23,10587,numbers,of,,
pop_up,23,10587,pop,up,,
national_security,23,10587,national,security,,
is_their,23,10587,is,their,,
to_compare,23,10587,to,compare,,
enough_money,23,10587,enough,money,,
united_nations,23,10587,united,nations,,
two_sons,23,10587,two,sons,,
president_has,23,10587,president,has,,
to_argue,23,10587,to,argue,,
not_take,23,10587,not,take,,
come_together,23,10587,come,together,,
letâ_s,23,10587,letâ,s,,
real_world,23,10587,real,world,,
prison_and,23,10587,prison,and,,
band_of,23,10587,band,of,,
the_teachers,23,10587,the,teachers,,
the_boards,23,10587,the,boards,,
cover_up,23,10587,cover,up,,
makes_you,23,10587,makes,you,,
fail_to,23,10587,fail,to,,
say_is,23,10587,say,is,,
transportation_and,23,10587,transportation,and,,
of_kids,23,10587,of,kids,,
to_on,23,10587,to,on,,
minutes_before,23,10587,minutes,before,,
of_faith,23,10587,of,faith,,
the_device,23,10587,the,device,,
council_of,23,10587,council,of,,
the_script,23,10587,the,script,,
calls_from,23,10587,calls,from,,
caught_the,23,10587,caught,the,,
explain_why,23,10587,explain,why,,
cope_with,23,10587,cope,with,,
of_mind,23,10587,of,mind,,
because_a,23,10587,because,a,,
and_using,23,10587,and,using,,
cut_it,23,10587,cut,it,,
to_with,23,10587,to,with,,
customers_who,23,10587,customers,who,,
experience_of,23,10587,experience,of,,
based_company,23,10587,based,company,,
i_and,23,10587,i,and,,
workers_who,23,10587,workers,who,,
stages_of,23,10587,stages,of,,
fans_of,23,10587,fans,of,,
on_as,23,10587,on,as,,
has_moved,23,10587,has,moved,,
against_his,23,10587,against,his,,
manager_at,23,10587,manager,at,,
like_in,23,10587,like,in,,
ann_arbor,23,10587,ann,arbor,,
hint_of,23,10587,hint,of,,
new_zealand,23,10587,new,zealand,,
the_dangers,23,10587,the,dangers,,
to_clear,23,10587,to,clear,,
themselves_and,23,10587,themselves,and,,
force_in,23,10587,force,in,,
the_characters,23,10587,the,characters,,
called_him,23,10587,called,him,,
is_ready,23,10587,is,ready,,
local_government,23,10587,local,government,,
museum_in,23,10587,museum,in,,
you're_looking,23,10587,you're,looking,,
was_nearly,23,10587,was,nearly,,
federal_officials,23,10587,federal,officials,,
the_indiana,23,10587,the,indiana,,
offense_and,23,10587,offense,and,,
an_individual,23,10587,an,individual,,
the_leadership,23,10587,the,leadership,,
book_the,23,10587,book,the,,
will_look,23,10587,will,look,,
expand_the,23,10587,expand,the,,
and_top,23,10587,and,top,,
œiâ_ve,23,10587,œiâ,ve,,
the_derby,23,10587,the,derby,,
tomatoes_and,23,10587,tomatoes,and,,
made_its,23,10587,made,its,,
of_nine,23,10587,of,nine,,
and_ready,23,10587,and,ready,,
the_pack,23,10587,the,pack,,
wants_a,23,10587,wants,a,,
standards_and,23,10587,standards,and,,
called_his,23,10587,called,his,,
person_and,23,10587,person,and,,
absence_of,23,10587,absence,of,,
are_struggling,23,10587,are,struggling,,
begin_with,23,10587,begin,with,,
but_i've,23,10587,but,i've,,
made_that,23,10587,made,that,,
that_guy,23,10587,that,guy,,
know_it's,23,10587,know,it's,,
don't_really,23,10587,don't,really,,
out_about,23,10587,out,about,,
trees_and,23,10587,trees,and,,
dow_jones,23,10587,dow,jones,,
king_of,23,10587,king,of,,
district_officials,23,10587,district,officials,,
an_aggressive,23,10587,an,aggressive,,
was_diagnosed,23,10587,was,diagnosed,,
their_hands,23,10587,their,hands,,
forward_and,23,10587,forward,and,,
teamâ_s,23,10587,teamâ,s,,
of_newark,23,10587,of,newark,,
star_game,23,10587,star,game,,
organization_that,23,10587,organization,that,,
and_moved,23,10587,and,moved,,
the_exhibit,23,10587,the,exhibit,,
with_every,23,10587,with,every,,
la_russa,23,10587,la,russa,,
when_i'm,23,10587,when,i'm,,
a_church,23,10587,a,church,,
â_where,23,10587,â,where,,
are_up,23,10587,are,up,,
oh_and,23,10587,oh,and,,
be_replaced,23,10587,be,replaced,,
a_ban,23,10587,a,ban,,
i'm_still,23,10587,i'm,still,,
are_there,23,10587,are,there,,
the_congressional,23,10587,the,congressional,,
rate_for,23,10587,rate,for,,
customer_service,23,10587,customer,service,,
gave_me,23,10587,gave,me,,
could_come,23,10587,could,come,,
political_science,23,10587,political,science,,
should_do,23,10587,should,do,,
this_bill,23,10587,this,bill,,
in_short,23,10587,in,short,,
coming_into,23,10587,coming,into,,
team_for,23,10587,team,for,,
never_know,23,10587,never,know,,
appeared_on,23,10587,appeared,on,,
and_everyone,23,10587,and,everyone,,
costs_to,23,10587,costs,to,,
balance_of,23,10587,balance,of,,
great_and,23,10587,great,and,,
states_in,23,10587,states,in,,
on_high,23,10587,on,high,,
no_to,23,10587,no,to,,
it's_great,23,10587,it's,great,,
including_those,23,10587,including,those,,
a_relatively,23,10587,a,relatively,,
from_across,23,10587,from,across,,
shots_in,23,10587,shots,in,,
all_things,23,10587,all,things,,
round_trip,23,10587,round,trip,,
only_on,23,10587,only,on,,
and_author,23,10587,and,author,,
be_sold,23,10587,be,sold,,
teams_that,23,10587,teams,that,,
what_else,23,10587,what,else,,
to_connect,23,10587,to,connect,,
turn_out,23,10587,turn,out,,
in_i,23,10587,in,i,,
the_passenger,23,10587,the,passenger,,
of_space,23,10587,of,space,,
calls_and,23,10587,calls,and,,
a_central,23,10587,a,central,,
baltimore_city,23,10587,baltimore,city,,
alternative_to,23,10587,alternative,to,,
pay_and,23,10587,pay,and,,
party_to,23,10587,party,to,,
by_what,23,10587,by,what,,
relying_on,23,10587,relying,on,,
federal_authorities,23,10587,federal,authorities,,
forget_the,23,10587,forget,the,,
the_surrounding,23,10587,the,surrounding,,
the_sharks,23,10587,the,sharks,,
the_sidewalk,23,10587,the,sidewalk,,
three_day,23,10587,three,day,,
that_took,23,10587,that,took,,
was_down,23,10587,was,down,,
praised_the,23,10587,praised,the,,
signed_by,23,10587,signed,by,,
chapter_of,23,10587,chapter,of,,
countyâ_s,23,10587,countyâ,s,,
business_owners,23,10587,business,owners,,
but_my,23,10587,but,my,,
estimated_that,23,10587,estimated,that,,
holiday_season,23,10587,holiday,season,,
the_go,23,10587,the,go,,
from_which,23,10587,from,which,,
fit_in,23,10587,fit,in,,
any_kind,23,10587,any,kind,,
rbi_single,23,10587,rbi,single,,
university_hospitals,23,10587,university,hospitals,,
person_in,23,10587,person,in,,
more_details,23,10587,more,details,,
a_inch,23,10587,a,inch,,
up_your,23,10587,up,your,,
a_warning,23,10587,a,warning,,
covered_with,23,10587,covered,with,,
to_fit,23,10587,to,fit,,
tv_and,23,10587,tv,and,,
your_family,23,10587,your,family,,
bottle_of,23,10587,bottle,of,,
but_could,23,10587,but,could,,
also_includes,23,10587,also,includes,,
gives_us,23,10587,gives,us,,
of_cash,23,10587,of,cash,,
get_all,23,10587,get,all,,
the_raiders,23,10587,the,raiders,,
is_most,23,10587,is,most,,
city_will,23,10587,city,will,,
move_that,23,10587,move,that,,
times_he,23,10587,times,he,,
then_she,23,10587,then,she,,
under_control,23,10587,under,control,,
she_found,23,10587,she,found,,
year_later,23,10587,year,later,,
timing_of,23,10587,timing,of,,
inside_of,23,10587,inside,of,,
world's_largest,23,10587,world's,largest,,
space_to,23,10587,space,to,,
even_better,23,10587,even,better,,
the_grill,23,10587,the,grill,,
life_for,23,10587,life,for,,
u.s_officials,23,10587,u.s,officials,,
have_just,23,10587,have,just,,
in_orlando,23,10587,in,orlando,,
go_the,23,10587,go,the,,
upon_the,23,10587,upon,the,,
the_violence,23,10587,the,violence,,
a_to,23,10587,a,to,,
worked_hard,23,10587,worked,hard,,
at_me,23,10587,at,me,,
â_have,23,10587,â,have,,
view_the,23,10587,view,the,,
fighting_for,23,10587,fighting,for,,
a_commercial,23,10587,a,commercial,,
first_five,23,10587,first,five,,
to_further,23,10587,to,further,,
golden_state,23,10587,golden,state,,
taking_over,23,10587,taking,over,,
left_tackle,23,10587,left,tackle,,
get_off,23,10587,get,off,,
him_into,23,10587,him,into,,
and_paul,23,10587,and,paul,,
and_going,23,10587,and,going,,
of_april,23,10587,of,april,,
important_thing,23,10587,important,thing,,
to_children,23,10587,to,children,,
sister_in,23,10587,sister,in,,
all_its,23,10587,all,its,,
a_graduate,23,10587,a,graduate,,
came_down,23,10587,came,down,,
river_and,23,10587,river,and,,
they_both,23,10587,they,both,,
ran_out,23,10587,ran,out,,
asked_a,23,10587,asked,a,,
until_i,23,10587,until,i,,
that_left,23,10587,that,left,,
scene_and,23,10587,scene,and,,
himself_a,23,10587,himself,a,,
and_playing,23,10587,and,playing,,
the_flight,23,10587,the,flight,,
league_of,23,10587,league,of,,
you_cannot,23,10587,you,cannot,,
something_we,23,10587,something,we,,
if_someone,23,10587,if,someone,,
whole_thing,23,10587,whole,thing,,
stop_and,23,10587,stop,and,,
and_green,23,10587,and,green,,
have_at,23,10587,have,at,,
another_in,22,11154,another,in,,
a_conservative,22,11154,a,conservative,,
here_at,22,11154,here,at,,
to_when,22,11154,to,when,,
seeks_to,22,11154,seeks,to,,
was_less,22,11154,was,less,,
to_agree,22,11154,to,agree,,
have_his,22,11154,have,his,,
summer_and,22,11154,summer,and,,
weeks_to,22,11154,weeks,to,,
table_and,22,11154,table,and,,
least_in,22,11154,least,in,,
fear_that,22,11154,fear,that,,
a_panel,22,11154,a,panel,,
four_to,22,11154,four,to,,
how_she,22,11154,how,she,,
can't_believe,22,11154,can't,believe,,
drunken_driving,22,11154,drunken,driving,,
is_said,22,11154,is,said,,
his_college,22,11154,his,college,,
to_florida,22,11154,to,florida,,
the_tone,22,11154,the,tone,,
up_until,22,11154,up,until,,
to_shut,22,11154,to,shut,,
was_unable,22,11154,was,unable,,
to_disclose,22,11154,to,disclose,,
walk_and,22,11154,walk,and,,
interesting_to,22,11154,interesting,to,,
but_her,22,11154,but,her,,
the_scenes,22,11154,the,scenes,,
road_the,22,11154,road,the,,
purchase_of,22,11154,purchase,of,,
to_reflect,22,11154,to,reflect,,
school_system,22,11154,school,system,,
and_construction,22,11154,and,construction,,
and_brought,22,11154,and,brought,,
to_days,22,11154,to,days,,
emergency_room,22,11154,emergency,room,,
we've_seen,22,11154,we've,seen,,
on_by,22,11154,on,by,,
at_san,22,11154,at,san,,
all_we,22,11154,all,we,,
suspected_of,22,11154,suspected,of,,
he_learned,22,11154,he,learned,,
and_ultimately,22,11154,and,ultimately,,
a_product,22,11154,a,product,,
talk_of,22,11154,talk,of,,
overall_pick,22,11154,overall,pick,,
and_before,22,11154,and,before,,
just_outside,22,11154,just,outside,,
night_he,22,11154,night,he,,
story_is,22,11154,story,is,,
no_immediate,22,11154,no,immediate,,
the_couple's,22,11154,the,couple's,,
times_as,22,11154,times,as,,
of_day,22,11154,of,day,,
an_audience,22,11154,an,audience,,
red_cross,22,11154,red,cross,,
her_with,22,11154,her,with,,
and_ran,22,11154,and,ran,,
away_as,22,11154,away,as,,
students_with,22,11154,students,with,,
last_of,22,11154,last,of,,
record_with,22,11154,record,with,,
are_willing,22,11154,are,willing,,
comes_up,22,11154,comes,up,,
the_soil,22,11154,the,soil,,
by_that,22,11154,by,that,,
his_years,22,11154,his,years,,
football_player,22,11154,football,player,,
the_pick,22,11154,the,pick,,
beverly_hills,22,11154,beverly,hills,,
officials_who,22,11154,officials,who,,
night_that,22,11154,night,that,,
revenue_from,22,11154,revenue,from,,
giving_him,22,11154,giving,him,,
of_paper,22,11154,of,paper,,
office_the,22,11154,office,the,,
york_the,22,11154,york,the,,
fourth_grade,22,11154,fourth,grade,,
service_is,22,11154,service,is,,
the_nearby,22,11154,the,nearby,,
reality_of,22,11154,reality,of,,
latest_in,22,11154,latest,in,,
medical_care,22,11154,medical,care,,
ended_the,22,11154,ended,the,,
a_cup,22,11154,a,cup,,
became_an,22,11154,became,an,,
â_will,22,11154,â,will,,
the_session,22,11154,the,session,,
years_earlier,22,11154,years,earlier,,
released_on,22,11154,released,on,,
run_up,22,11154,run,up,,
bars_and,22,11154,bars,and,,
said_an,22,11154,said,an,,
hoping_that,22,11154,hoping,that,,
human_resources,22,11154,human,resources,,
of_experience,22,11154,of,experience,,
of_cancer,22,11154,of,cancer,,
stage_for,22,11154,stage,for,,
controlled_by,22,11154,controlled,by,,
won't_have,22,11154,won't,have,,
played_well,22,11154,played,well,,
and_non,22,11154,and,non,,
late_monday,22,11154,late,monday,,
to_attack,22,11154,to,attack,,
will_end,22,11154,will,end,,
to_ride,22,11154,to,ride,,
was_worth,22,11154,was,worth,,
relies_on,22,11154,relies,on,,
couldn't_be,22,11154,couldn't,be,,
the_prosecution,22,11154,the,prosecution,,
program_will,22,11154,program,will,,
had_done,22,11154,had,done,,
discovered_that,22,11154,discovered,that,,
text_messages,22,11154,text,messages,,
a_felony,22,11154,a,felony,,
package_of,22,11154,package,of,,
into_law,22,11154,into,law,,
innings_and,22,11154,innings,and,,
the_warriors,22,11154,the,warriors,,
are_concerned,22,11154,are,concerned,,
right_knee,22,11154,right,knee,,
press_release,22,11154,press,release,,
in_search,22,11154,in,search,,
million_contract,22,11154,million,contract,,
the_members,22,11154,the,members,,
supported_the,22,11154,supported,the,,
wide_ranging,22,11154,wide,ranging,,
developed_a,22,11154,developed,a,,
guide_to,22,11154,guide,to,,
i_find,22,11154,i,find,,
basketball_team,22,11154,basketball,team,,
in_home,22,11154,in,home,,
until_she,22,11154,until,she,,
at_how,22,11154,at,how,,
an_outside,22,11154,an,outside,,
the_finals,22,11154,the,finals,,
four_and,22,11154,four,and,,
by_any,22,11154,by,any,,
by_saying,22,11154,by,saying,,
central_bank,22,11154,central,bank,,
or_five,22,11154,or,five,,
the_july,22,11154,the,july,,
goal_and,22,11154,goal,and,,
move_in,22,11154,move,in,,
set_and,22,11154,set,and,,
been_playing,22,11154,been,playing,,
role_as,22,11154,role,as,,
be_treated,22,11154,be,treated,,
a_nuclear,22,11154,a,nuclear,,
support_a,22,11154,support,a,,
native_of,22,11154,native,of,,
a_consistent,22,11154,a,consistent,,
at_with,22,11154,at,with,,
off_as,22,11154,off,as,,
we're_still,22,11154,we're,still,,
and_blue,22,11154,and,blue,,
passed_in,22,11154,passed,in,,
a_busy,22,11154,a,busy,,
the_traffic,22,11154,the,traffic,,
a_bond,22,11154,a,bond,,
a_parking,22,11154,a,parking,,
line_to,22,11154,line,to,,
by_those,22,11154,by,those,,
league_in,22,11154,league,in,,
was_second,22,11154,was,second,,
end_and,22,11154,end,and,,
man_he,22,11154,man,he,,
two_hour,22,11154,two,hour,,
which_owns,22,11154,which,owns,,
a_cleveland,22,11154,a,cleveland,,
for_office,22,11154,for,office,,
â_œshe,22,11154,â,œshe,,
was_of,22,11154,was,of,,
developing_a,22,11154,developing,a,,
the_newly,22,11154,the,newly,,
is_unlikely,22,11154,is,unlikely,,
me_on,22,11154,me,on,,
we_take,22,11154,we,take,,
